code,dataset,field,code_type,description,group,subgroup1,subgroup2,subgroup3,certitude,certitude_numeric,flag
A83.3,hes_apc,diag,icd10,st louis encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A83.4,hes_apc,diag,icd10,australian encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A83.5,hes_apc,diag,icd10,california encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A83.6,hes_apc,diag,icd10,rocio virus disease,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A83.8,hes_apc,diag,icd10,other mosquito-borne viral encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A83.9,hes_apc,diag,icd10,mosquito-borne viral encephalitis unspecified,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A84,hes_apc,diag,icd10,tick-borne viral encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A84.0,hes_apc,diag,icd10,far eastern tick-borne encephalitis [russian spring-summer encephalitis],non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A84.1,hes_apc,diag,icd10,central european tick-borne encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A84.8,hes_apc,diag,icd10,other tick-borne viral encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A84.9,hes_apc,diag,icd10,tick-borne viral encephalitis unspecified,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A85,hes_apc,diag,icd10,other viral encephalitis not elsewhere classified,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A85.0,hes_apc,diag,icd10,enteroviral encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A85.1,hes_apc,diag,icd10,adenoviral encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A85.2,hes_apc,diag,icd10,arthropod-borne viral encephalitis unspecified,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A85.8,hes_apc,diag,icd10,other specified viral encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
A86,hes_apc,diag,icd10,unspecified viral encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
B00.3,hes_apc,diag,icd10,herpesviral meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
B00.4,hes_apc,diag,icd10,herpesviral encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,definite,2,overlap_perinatal
B01.0,hes_apc,diag,icd10,varicella meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
B01.1,hes_apc,diag,icd10,varicella encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,definite,2,overlap_perinatal
B02.0,hes_apc,diag,icd10,zoster encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,definite,2,
B02.1,hes_apc,diag,icd10,zoster meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,
B05.0,hes_apc,diag,icd10,measles complicated by encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,definite,2,
B05.1,hes_apc,diag,icd10,measles complicated by meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,maybe,1.75,
B06.0,hes_apc,diag,icd10,rubella with neurological complications,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,overlap_perinatal
B26.1,hes_apc,diag,icd10,mumps meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,maybe,1.75,
B26.2,hes_apc,diag,icd10,mumps encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,maybe,1.75,
B37.5,hes_apc,diag,icd10,candidal meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
B38.4,hes_apc,diag,icd10,coccidioidomycosis meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,
B43.1,hes_apc,diag,icd10,phaeomycotic brain abscess,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
B45.1,hes_apc,diag,icd10,cerebral cryptococcosis,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
B50.0,hes_apc,diag,icd10,plasmodium falciparum malaria with cerebral complications,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,
B58.2,hes_apc,diag,icd10,toxoplasma meningoencephalitis,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,overlap_perinatal
B69.0,hes_apc,diag,icd10,cysticercosis of central nervous system,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
B90.0,hes_apc,diag,icd10,sequelae of central nervous system tuberculosis,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,
B91,hes_apc,diag,icd10,sequelae of poliomyelitis,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,
B94.1,hes_apc,diag,icd10,sequelae of viral encephalitis,non_perinatal,c_high_risk,c4_inflammatory,c4a_encephalitis,definite,2,
G00,hes_apc,diag,icd10,bacterial meningitis not elsewhere classified,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
G00.0,hes_apc,diag,icd10,haemophilus meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
G00.1,hes_apc,diag,icd10,pneumococcal meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
G00.2,hes_apc,diag,icd10,streptococcal meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
G00.3,hes_apc,diag,icd10,staphylococcal meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
G00.8,hes_apc,diag,icd10,other bacterial meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
G00.9,hes_apc,diag,icd10,bacterial meningitis unspecified,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
G01,hes_apc,diag,icd10,meningitis in bacterial diseases classified elsewhere,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
G02.1,hes_apc,diag,icd10,meningitis in mycoses,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
G02.8,hes_apc,diag,icd10,meningitis in other specified infectious and parasitic diseases classified elsewhere,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,maybe,1.75,overlap_perinatal
G03,hes_apc,diag,icd10,meningitis due to other and unspecified causes,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,maybe,1.75,overlap_perinatal
G03.0,hes_apc,diag,icd10,nonpyogenic meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,maybe,1.75,overlap_perinatal
G03.1,hes_apc,diag,icd10,chronic meningitis,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,definite,2,overlap_perinatal
G03.2,hes_apc,diag,icd10,benign recurrent meningitis [mollaret],non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,maybe,1.5,overlap_perinatal
G03.8,hes_apc,diag,icd10,meningitis due to other specified causes,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,maybe,1.5,overlap_perinatal
G03.9,hes_apc,diag,icd10,meningitis unspecified,non_perinatal,c_high_risk,c4_inflammatory,c4b_meningitis,maybe,1.5,overlap_perinatal
G04,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,
G04.0,hes_apc,diag,icd10,acute disseminated encephalitis,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
G04.1,hes_apc,diag,icd10,tropical spastic paraplegia,non_perinatal,c_high_risk,c4_inflammatory,,definite,3,
G04.2,hes_apc,diag,icd10,bacterial meningoencephalitis and meningomyelitis not elsewhere classified,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
G04.8,hes_apc,diag,icd10,other encephalitis myelitis and encephalomyelitis,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,
G04.9,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis unspecified,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,
G05,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis in diseases classified elsewhere,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,overlap_perinatal
G05.0,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis in bacterial diseases classified elsewhere,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,overlap_perinatal
G05.1,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis in viral diseases classified elsewhere,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,overlap_perinatal
G05.2,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,overlap_perinatal
G05.8,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis in other diseases classified elsewhere,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,overlap_perinatal
G06,hes_apc,diag,icd10,intracranial and intraspinal abscess and granuloma,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,
G06.0,hes_apc,diag,icd10,intracranial abscess and granuloma,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,
G06.1,hes_apc,diag,icd10,intraspinal abscess and granuloma,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,
G06.2,hes_apc,diag,icd10,extradural and subdural abscess unspecified,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,
G07,hes_apc,diag,icd10,intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.5,
G08,hes_apc,diag,icd10,intracranial and intraspinal phlebitis and thrombophlebitis,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
G09,hes_apc,diag,icd10,sequelae of inflammatory diseases of central nervous system,non_perinatal,c_high_risk,c4_inflammatory,,definite,2,
M89.6,hes_apc,diag,icd10,osteopathy after poliomyelitis,non_perinatal,c_high_risk,c4_inflammatory,,maybe,1.75,
G92,hes_apc,diag,icd10,toxic encephalopathy,non_perinatal,c_high_risk,,,definite,2.5,
G93.0,hes_apc,diag,icd10,cerebral cysts,non_perinatal,c_high_risk,,,maybe,1.5,
G93.1,hes_apc,diag,icd10,anoxic brain damage not elsewhere classified,non_perinatal,c_high_risk,,,definite,3,
G93.4,hes_apc,diag,icd10,encephalopathy unspecified,non_perinatal,c_high_risk,,,definite,2.5,
G93.5,hes_apc,diag,icd10,compression of brain,non_perinatal,c_high_risk,,,definite,2.5,
G93.6,hes_apc,diag,icd10,cerebral oedema,non_perinatal,c_high_risk,,,definite,2.5,
G93.6,hes_apc,diag,icd10,cerebral oedema,non_perinatal,c_high_risk,,,definite,2.5,
G93.7,hes_apc,diag,icd10,reye syndrome,non_perinatal,c_high_risk,,,definite,2,
G93.8,hes_apc,diag,icd10,other specified disorders of brain,non_perinatal,c_high_risk,,,definite,2.25,
G93.9,hes_apc,diag,icd10,disorder of brain unspecified,non_perinatal,c_high_risk,,,definite,2.25,
G94,hes_apc,diag,icd10,other disorders of brain in diseases classified elsewhere,non_perinatal,c_high_risk,,,definite,2.5,
G94.8,hes_apc,diag,icd10,other specified disorders of brain in diseases classified elsewhere,non_perinatal,c_high_risk,,,definite,2.5,
H90.3,hes_apc,diag,icd10,sensorineural hearing loss bilateral,non_perinatal,d_hearing_imp,d1_bilateral_hi,,definite,3,
H90.6,hes_apc,diag,icd10,mixed conductive and sensorineural hearing loss bilateral,non_perinatal,d_hearing_imp,d1_bilateral_hi,,definite,3,
H91.3,hes_apc,diag,icd10,deaf mutism not elsewhere classified,non_perinatal,d_hearing_imp,d1_bilateral_hi,,definite,3,
D05,hes_apc,diag,opcs4,attachment of auricular prosthesis,non_perinatal,d_hearing_imp,d2_cochlear,,definite,3,
D13,hes_apc,diag,opcs4,attachment of bone anchored hearing prosthesis,non_perinatal,d_hearing_imp,d2_cochlear,,definite,3,
D16,hes_apc,diag,opcs4,reconstruction of ossicular chain,non_perinatal,d_hearing_imp,d2_cochlear,,definite,2.75,
D24,hes_apc,diag,opcs4,operations on cochlea,non_perinatal,d_hearing_imp,d2_cochlear,,definite,3,
D24.1,hes_apc,diag,opcs4,implantation of intracochlear prosthesis,non_perinatal,d_hearing_imp,d2_cochlear,,definite,3,
D24.2,hes_apc,diag,opcs4,implantation of extracochlear prosthesis,non_perinatal,d_hearing_imp,d2_cochlear,,definite,3,
D24.3,hes_apc,diag,opcs4,attention to cochlear prosthesis,non_perinatal,d_hearing_imp,d2_cochlear,,definite,3,
D24.4,hes_apc,diag,opcs4,neurectomy of cochlea,non_perinatal,d_hearing_imp,d2_cochlear,,definite,2.75,
D24.6,hes_apc,diag,opcs4,removal of cochlear prosthesis,non_perinatal,d_hearing_imp,d2_cochlear,,definite,2,
D24.8,hes_apc,diag,opcs4,other specified operations on cochlea,non_perinatal,d_hearing_imp,d2_cochlear,,maybe,1.75,
D24.9,hes_apc,diag,opcs4,unspecified operations on cochlea,non_perinatal,d_hearing_imp,d2_cochlear,,definite,2,
Z45.3,hes_apc,diag,icd10,adjustment and management of implanted hearing device,non_perinatal,d_hearing_imp,d3_hearing_aid,,definite,2.75,
Z46.1,hes_apc,diag,icd10,fitting and adjustment of hearing aid,non_perinatal,d_hearing_imp,d3_hearing_aid,,definite,2.75,
Z96.2,hes_apc,diag,icd10,presence of otological and audiological implants,non_perinatal,d_hearing_imp,d3_hearing_aid,,definite,2.75,
Z97.4,hes_apc,diag,icd10,presence of external hearing-aid,non_perinatal,d_hearing_imp,d3_hearing_aid,,definite,2.75,
H90.4,hes_apc,diag,icd10,sensorineural hearing loss unilateral with unrestricted hearing on the contralateral side,non_perinatal,d_hearing_imp,,,definite,2,
H90.5,hes_apc,diag,icd10,sensorineural hearing loss unspecified,non_perinatal,d_hearing_imp,,,definite,3,
H90.7,hes_apc,diag,icd10,mixed conductive and sensorineural hearing loss unilateral with unrestricted hearing on the contralateral side,non_perinatal,d_hearing_imp,,,definite,2,
H90.8,hes_apc,diag,icd10,mixed conductive and sensorineural hearing loss unspecified,non_perinatal,d_hearing_imp,,,definite,3,
H54.0,hes_apc,diag,icd10,blindness binocular,non_perinatal,e_visual_imp,e1_bilateral_vi,,definite,3,
H54.1,hes_apc,diag,icd10,severe visual impairment binocular,non_perinatal,e_visual_imp,e1_bilateral_vi,,definite,3,
H54.2,hes_apc,diag,icd10,moderate visual impairment binocular,non_perinatal,e_visual_imp,e1_bilateral_vi,,definite,3,
H18.5,hes_apc,diag,icd10,hereditary corneal dystrophies,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,3,
H31.2,hes_apc,diag,icd10,hereditary choroidal dystrophy,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,3,
H35.1,hes_apc,diag,icd10,retinopathy of prematurity,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,2,
H36.0,hes_apc,diag,icd10,diabetic retinopathy,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,2,
H36.8,hes_apc,diag,icd10,other retinal disorders in diseases classified elsewhere,non_perinatal,e_visual_imp,e2_high_risk_vi,,maybe,1.5,
H47.2,hes_apc,diag,icd10,optic atrophy,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,3,
H47.3,hes_apc,diag,icd10,other disorders of optic disc,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,2.5,
H47.4,hes_apc,diag,icd10,disorders of optic chiasm,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,2.75,
H47.5,hes_apc,diag,icd10,disorders of other visual pathways,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,2.75,
H47.6,hes_apc,diag,icd10,disorders of visual cortex,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,2.75,
H47.7,hes_apc,diag,icd10,disorder of visual pathways unspecified,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,2.5,
H48.0,hes_apc,diag,icd10,optic atrophy in diseases classified elsewhere,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,3,
H48.8,hes_apc,diag,icd10,other disorders of optic nerve and visual pathways in diseases classified elsewhere,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,2.75,
Q13.4,hes_apc,diag,icd10,other congenital corneal malformations,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,2.5,
Q13.8,hes_apc,diag,icd10,other congenital malformations of anterior segment of eye,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,2.5,
Q13.9,hes_apc,diag,icd10,congenital malformation of anterior segment of eye unspecified,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,2.5,
Q15.0,hes_apc,diag,icd10,congenital glaucoma,non_perinatal,e_visual_imp,e2_high_risk_vi,,definite,3,
H54.5,hes_apc,diag,icd10,severe visual impairment monocular,non_perinatal,e_visual_imp,e3_other,,definite,2,
H54.9,hes_apc,diag,icd10,unspecified visual impairment (binocular),non_perinatal,e_visual_imp,e3_other,,maybe,1.75,
A81.0,hes_apc,diag,icd10,creutzfeldt-jakob disease,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
A81.1,hes_apc,diag,icd10,subacute sclerosing panencephalitis,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
A81.2,hes_apc,diag,icd10,progressive multifocal leukoencephalopathy,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
A81.8,hes_apc,diag,icd10,other atypical virus infections of central nervous system,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,2.5,
G10,hes_apc,diag,icd10,huntington disease,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G11,hes_apc,diag,icd10,hereditary ataxia,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G11.0,hes_apc,diag,icd10,congenital nonprogressive ataxia,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G11.1,hes_apc,diag,icd10,early-onset cerebellar ataxia,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G11.2,hes_apc,diag,icd10,late-onset cerebellar ataxia,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G11.3,hes_apc,diag,icd10,cerebellar ataxia with defective dna repair,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G11.4,hes_apc,diag,icd10,hereditary spastic paraplegia,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G11.8,hes_apc,diag,icd10,other hereditary ataxias,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G11.9,hes_apc,diag,icd10,hereditary ataxia unspecified,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G12,hes_apc,diag,icd10,spinal muscular atrophy and related syndromes,non_perinatal,f_motor_funct,f1_cns_degenrative,f1a_sma,definite,3,
G12.0,hes_apc,diag,icd10,infantile spinal muscular atrophy type i [werdnig-hoffman],non_perinatal,f_motor_funct,f1_cns_degenrative,f1a_sma,definite,3,
G12.1,hes_apc,diag,icd10,other inherited spinal muscular atrophy,non_perinatal,f_motor_funct,f1_cns_degenrative,f1a_sma,definite,3,
G12.2,hes_apc,diag,icd10,motor neuron disease,non_perinatal,f_motor_funct,f1_cns_degenrative,f1a_sma,definite,3,
G12.8,hes_apc,diag,icd10,other spinal muscular atrophies and related syndromes,non_perinatal,f_motor_funct,f1_cns_degenrative,f1a_sma,definite,3,
G12.9,hes_apc,diag,icd10,spinal muscular atrophy unspecified,non_perinatal,f_motor_funct,f1_cns_degenrative,f1a_sma,definite,3,
G13,hes_apc,diag,icd10,systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G13.0,hes_apc,diag,icd10,paraneoplastic neuromyopathy and neuropathy,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G13.0,hes_apc,diag,icd10,paraneoplastic neuromyopathy and neuropathy,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G13.1,hes_apc,diag,icd10,other systemic atrophy primarily affecting central nervous system in neoplastic disease,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G13.2,hes_apc,diag,icd10,systemic atrophy primarily affecting central nervous system in myxoedema,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G13.8,hes_apc,diag,icd10,systemic atrophy primarily affecting central nervous system in other diseases classified elsewhere,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G14,hes_apc,diag,icd10,postpolio syndrome,non_perinatal,f_motor_funct,f1_cns_degenrative,,definite,3,
G35,hes_apc,diag,icd10,multiple sclerosis,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G36,hes_apc,diag,icd10,other acute disseminated demyelination,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G36.0,hes_apc,diag,icd10,neuromyelitis optica [devic],non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G36.1,hes_apc,diag,icd10,acute and subacute haemorrhagic leukoencephalitis [hurst],non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G36.8,hes_apc,diag,icd10,other specified acute disseminated demyelination,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G36.9,hes_apc,diag,icd10,acute disseminated demyelination unspecified,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G37,hes_apc,diag,icd10,other demyelinating diseases of central nervous system,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G37.0,hes_apc,diag,icd10,diffuse sclerosis,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G37.1,hes_apc,diag,icd10,central demyelination of corpus callosum,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G37.2,hes_apc,diag,icd10,central pontine myelinolysis,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G37.3,hes_apc,diag,icd10,acute transverse myelitis in demyelinating disease of central nervous system,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G37.4,hes_apc,diag,icd10,subacute necrotizing myelitis,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G37.5,hes_apc,diag,icd10,concentric sclerosis [bal??],non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G37.8,hes_apc,diag,icd10,other specified demyelinating diseases of central nervous system,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G37.9,hes_apc,diag,icd10,demyelinating disease of central nervous system unspecified,non_perinatal,f_motor_funct,f2_cns_demyelianating,,definite,3,
G70,hes_apc,diag,icd10,myasthenia gravis and other myoneural disorders,non_perinatal,f_motor_funct,f3_myoneural,,definite,3,
G70.0,hes_apc,diag,icd10,myasthenia gravis,non_perinatal,f_motor_funct,f3_myoneural,,definite,3,
G70.1,hes_apc,diag,icd10,toxic myoneural disorders,non_perinatal,f_motor_funct,f3_myoneural,,definite,3,
G70.2,hes_apc,diag,icd10,congenital and developmental myasthenia,non_perinatal,f_motor_funct,f3_myoneural,,definite,3,
G70.8,hes_apc,diag,icd10,other specified myoneural disorders,non_perinatal,f_motor_funct,f3_myoneural,,definite,2.75,
G70.9,hes_apc,diag,icd10,myoneural disorder unspecified,non_perinatal,f_motor_funct,f3_myoneural,,definite,2.75,
G71,hes_apc,diag,icd10,primary disorders of muscles,non_perinatal,f_motor_funct,f3_myoneural,,definite,3,
G71.0,hes_apc,diag,icd10,muscular dystrophy,non_perinatal,f_motor_funct,f3_myoneural,,definite,3,
G71.1,hes_apc,diag,icd10,myotonic disorders,non_perinatal,f_motor_funct,f3_myoneural,,definite,3,
G71.2,hes_apc,diag,icd10,congenital myopathies,non_perinatal,f_motor_funct,f3_myoneural,,definite,3,
G71.3,hes_apc,diag,icd10,mitochondrial myopathy not elsewhere classified,non_perinatal,f_motor_funct,f3_myoneural,,definite,3,
G71.8,hes_apc,diag,icd10,other primary disorders of muscles,non_perinatal,f_motor_funct,f3_myoneural,,definite,2.75,
G71.9,hes_apc,diag,icd10,primary disorder of muscle unspecified,non_perinatal,f_motor_funct,f3_myoneural,,definite,2.75,
G72.3,hes_apc,diag,icd10,periodic paralysis,non_perinatal,f_motor_funct,f3_myoneural,,maybe,1.75,
G72.4,hes_apc,diag,icd10,inflammatory myopathy not elsewhere classified,non_perinatal,f_motor_funct,f3_myoneural,,maybe,1.75,
G72.8,hes_apc,diag,icd10,other specified myopathies,non_perinatal,f_motor_funct,f3_myoneural,,definite,2.75,
G72.9,hes_apc,diag,icd10,myopathy unspecified,non_perinatal,f_motor_funct,f3_myoneural,,definite,2.75,
G73,hes_apc,diag,icd10,disorders of myoneural junction and muscle in diseases classified elsewhere,non_perinatal,f_motor_funct,f3_myoneural,,definite,2.75,
G73.0,hes_apc,diag,icd10,myasthenic syndromes in endocrine diseases,non_perinatal,f_motor_funct,f3_myoneural,,definite,3,
G73.1,hes_apc,diag,icd10,lambert-eaton syndrome,non_perinatal,f_motor_funct,f3_myoneural,,definite,3,
G73.2,hes_apc,diag,icd10,other myasthenic syndromes in neoplastic disease,non_perinatal,f_motor_funct,f3_myoneural,,definite,2.75,
G73.3,hes_apc,diag,icd10,myasthenic syndromes in other diseases classified elsewhere,non_perinatal,f_motor_funct,f3_myoneural,,definite,2.75,
G73.4,hes_apc,diag,icd10,myopathy in infectious and parasitic diseases classified elsewhere,non_perinatal,f_motor_funct,f3_myoneural,,maybe,1.75,
G73.5,hes_apc,diag,icd10,myopathy in endocrine diseases,non_perinatal,f_motor_funct,f3_myoneural,,definite,2.5,
G73.6,hes_apc,diag,icd10,myopathy in metabolic diseases,non_perinatal,f_motor_funct,f3_myoneural,,definite,2.5,
G73.7,hes_apc,diag,icd10,myopathy in other diseases classified elsewhere,non_perinatal,f_motor_funct,f3_myoneural,,maybe,1.75,
G20,hes_apc,diag,icd10,parkinson disease,non_perinatal,f_motor_funct,f4_movement,,definite,3,
G21,hes_apc,diag,icd10,secondary parkinsonism,non_perinatal,f_motor_funct,f4_movement,,definite,3,
G21.0,hes_apc,diag,icd10,malignant neuroleptic syndrome,non_perinatal,f_motor_funct,f4_movement,,definite,2.75,
G21.1,hes_apc,diag,icd10,other drug-induced secondary parkinsonism,non_perinatal,f_motor_funct,f4_movement,,definite,2.25,
G21.2,hes_apc,diag,icd10,secondary parkinsonism due to other external agents,non_perinatal,f_motor_funct,f4_movement,,definite,2.25,
G21.3,hes_apc,diag,icd10,postencephalitic parkinsonism,non_perinatal,f_motor_funct,f4_movement,,definite,3,
G21.4,hes_apc,diag,icd10,vascular parkinsonism,non_perinatal,f_motor_funct,f4_movement,,definite,3,
G21.8,hes_apc,diag,icd10,other secondary parkinsonism,non_perinatal,f_motor_funct,f4_movement,,definite,2.75,
G21.9,hes_apc,diag,icd10,secondary parkinsonism unspecified,non_perinatal,f_motor_funct,f4_movement,,definite,2.75,
G22,hes_apc,diag,icd10,parkinsonism in diseases classified elsewhere,non_perinatal,f_motor_funct,f4_movement,,definite,2.5,
G23,hes_apc,diag,icd10,other degenerative diseases of basal ganglia,non_perinatal,f_motor_funct,f4_movement,,definite,3,
