code,dataset,field,code_type,group,subgroup,reason_for_removal
_0T160ZC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T160ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T163JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T16479,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1647C,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1647D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T164J9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T164JC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T164JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T164K9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T164KC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T164KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T164Z9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T164ZC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T164ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T17079,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1707C,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1707D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T170J9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T170JC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T170JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T170K9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T170KC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T170KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T170Z9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T170ZC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T170ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T173JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T17479,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1747C,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1747D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T174J9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T174JC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T174JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T174K9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T174KC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T174KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T174Z9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T174ZC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T174ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T18079,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1807C,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1807D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T180J9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T180JC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T180JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T180K9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T180KC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T180KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T180Z9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T180ZC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T180ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T183JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T18479,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1847C,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1847D,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T184J9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T184JC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T184JD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T184K9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T184KC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T184KD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T184Z9,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T184ZC,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T184ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1B0ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T1B4ZD,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T25X0Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T29X0Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T29XYZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T2BX0Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9000Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9030Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9040Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9070Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9080Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9100Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9130Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9140Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9170Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9180Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9370Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9380Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9470Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0T9480Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0TQ67ZZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0TQ77ZZ,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_3E1K38Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_3E1M39Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_5A1D60Z,hes_apc,diag,icd-10-pcs,renal_urol,devices [renal_urol],icd-10-pcs codes not used in HES
_0TY00Z0,hes_apc,diag,icd-10-pcs,renal_urol,transplantation [renal_urol],icd-10-pcs codes not used in HES
_0TY00Z1,hes_apc,diag,icd-10-pcs,renal_urol,transplantation [renal_urol],icd-10-pcs codes not used in HES
_0TY00Z2,hes_apc,diag,icd-10-pcs,renal_urol,transplantation [renal_urol],icd-10-pcs codes not used in HES
_0TY10Z0,hes_apc,diag,icd-10-pcs,renal_urol,transplantation [renal_urol],icd-10-pcs codes not used in HES
_0TY10Z1,hes_apc,diag,icd-10-pcs,renal_urol,transplantation [renal_urol],icd-10-pcs codes not used in HES
_0TY10Z2,hes_apc,diag,icd-10-pcs,renal_urol,transplantation [renal_urol],icd-10-pcs codes not used in HES
_0CT70ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0CT7XZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0D13079,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0D1307A,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0D1307B,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0D1607A,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0D160ZA,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT50ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT54ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT57ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT58ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT60ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT64ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT67ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT68ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT80ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT84ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT87ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT88ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT90ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT94ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT97ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DT98ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DTE0ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DTE4ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DTE7ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0DTE8ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0FT00ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0FT04ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0FTG0ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
_0FTG4ZZ,hes_apc,diag,icd-10-pcs,gastro,other [gastro],icd-10-pcs codes not used in HES
K94.2,hes_apc,diag,icd-10-cm,gastro,devices [gastro],icd-10-cm not used in HES
_0D11074,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D110J4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D110K4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D110Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D113J4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D11474,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D114J4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D114K4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D114Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D15074,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D150J4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D150K4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D150Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D153J4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D15474,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D154J4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D154K4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D154Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D16074,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D160J4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D160J9,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D160JA,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D160K4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D160K9,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D160KA,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D160Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D163J4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D16474,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D164J4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D164J9,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D164JA,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D164K4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D164K9,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D164KA,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D164Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D16874,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D168J4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D168J9,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D168JA,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D168K4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D168K9,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D168KA,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D168Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1B0Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1B4Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1B8Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1H0Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1H4Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1H8Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1K0Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1K4Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1K8Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1L0Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1L4Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1L8Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1N0Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1N4Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D1N8Z4,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D20X0Z,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D20XUZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D20XYZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D787ZZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0D7E7ZZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DBB7ZZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH50DZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH50UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH53DZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH53UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH54DZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH54UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH57DZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH57UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH58DZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH58UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH63UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DH64UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DHA3UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DHA4UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DHA8UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DN87ZZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DNE7ZZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DW04UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DW08UZ,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0WQFXZ2,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_3E1G78Z,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_3E1H78Z,hes_apc,diag,icd-10-pcs,gastro,devices [gastro],icd-10-pcs codes not used in HES
_0DY80Z0,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_0DY80Z1,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_0DY80Z2,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_0DYE0Z0,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_0DYE0Z1,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_0DYE0Z2,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_0FY00Z0,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_0FY00Z1,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_0FY00Z2,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_0FYG0Z0,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_0FYG0Z1,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_0FYG0Z2,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_3E030U0,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_3E030U1,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_3E033U0,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_3E033U1,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_3E0J3U0,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_3E0J3U1,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_3E0J7U0,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_3E0J7U1,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_3E0J8U0,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
_3E0J8U1,hes_apc,diag,icd-10-pcs,gastro,transplantation [gastro],icd-10-pcs codes not used in HES
D70.0,hes_apc,diag,icd-10-cm,hema_imm,leukopenia,icd-10-cm not used in HES
D70.4,hes_apc,diag,icd-10-cm,hema_imm,leukopenia,icd-10-cm not used in HES
_07TP0ZZ,hes_apc,diag,icd-10-pcs,hema_imm,other [hema_imm],icd-10-pcs codes not used in HES
_07TP4ZZ,hes_apc,diag,icd-10-pcs,hema_imm,other [hema_imm],icd-10-pcs codes not used in HES
_07YP0Z0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_07YP0Z1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_07YP0Z2,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30230AZ,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30230G0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30230G1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30230X0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30230X1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30230Y0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30230Y1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30233AZ,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30233G0,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
_30233G1,hes_apc,diag,icd-10-pcs,hema_imm,transplantion [hema_imm],icd-10-pcs codes not used in HES
